County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Montgomery, NY,2017,5,2,0,42.9423,-74.1943,49500,41.1,47449,25307,9486,0.191636364,0.035151515
Napa, CA,2017,5,2,1,38.1671,-122.262,141005,40.8,79637,40632,11285,0.080032623,0.028850041
Nelson, KY,2017,5,3,1,37.8088,-85.4528,45131,38.9,55182,28156,5105,0.113115154,0.02962487
Nelson, VA,2017,5,0,1,37.7713,-78.6819,14863,49.7,53834,33597,2195,0.147682164,0.01843504
Nevada, CA,2017,5,1,1,39.1635,-121.057,98838,49.8,60610,35581,11861,0.120004452,0.033873611
Newberry, SC,2017,5,1,4,34.3718,-81.5329,37914,41.5,39600,22190,7282,0.192066255,0.037901567
Noble, IN,2017,5,0,0,41.4958,-85.3636,47421,38.5,52393,25260,4295,0.090571688,0.028805803
Noxubee, MS,2017,5,3,3,33.1106,-88.5603,10942,36,30808,16591,3725,0.340431365,0.062968379
Oconee, GA,2017,5,2,0,33.8696,-83.4961,35972,40.1,77388,38639,2476,0.068831313,0.021683532
Osage, OK,2017,5,2,1,36.3511,-95.9992,47350,42,47683,24195,7203,0.152122492,0.026378036
Parker, TX,2017,5,3,0,32.9354,-97.6298,125963,39.6,70608,33367,11339,0.090018497,0.027127013
Peach, GA,2017,5,3,2,32.6489,-83.7573,27027,35.8,43645,22388,4685,0.173345173,0.03951604
Perry, PA,2017,5,0,2,40.3952,-77.0277,45878,43,60847,28900,3791,0.082632198,0.022712411
Phelps, MO,2017,5,2,2,37.9432,-91.8828,44873,34.8,41681,23691,8542,0.190359459,0.028725514
Pickaway, OH,2017,5,3,0,39.612,-82.9046,57075,39.4,60314,25460,6253,0.1095576,0.023810775
Platte, NE,2017,5,0,0,41.443,-97.3592,32875,38.3,58679,28187,2777,0.084471483,0.021627376
Pontotoc, OK,2017,5,2,2,34.7796,-96.6718,38289,35.5,46689,23862,6351,0.165870093,0.024184492
Pulaski, MO,2017,5,0,2,37.8556,-92.1496,53132,27.6,51137,21716,5567,0.104776782,0.029210269
Rockdale, GA,2017,5,2,2,33.5919,-84.0177,88482,37.3,54175,24254,14232,0.160846274,0.041624285
Rusk, TX,2017,5,0,3,32.1504,-94.7864,53026,38.5,49270,23521,7576,0.142873307,0.022988723
Rutherford, NC,2017,5,2,3,35.3723,-82.051,66523,44.5,38573,21092,12804,0.192474783,0.03716008
Sandoval, NM,2017,5,1,1,35.0528,-106.729,138815,39.6,60345,27406,20258,0.145935238,0.037099737
Sarpy, NE,2017,5,2,1,41.1601,-95.9367,175188,34.2,75752,33103,9155,0.052258146,0.01808343
Shelby, KY,2017,5,2,3,38.222,-85.3501,45831,38.8,63171,30240,5527,0.12059523,0.022364775
Shoshone, ID,2017,5,1,0,47.5409,-116.238,12490,47.2,39835,23834,2140,0.17133707,0.038991193
Simpson, KY,2017,5,2,2,36.7146,-86.5762,17881,39.8,44989,22663,3028,0.169341759,0.023544544
Skagit, WA,2017,5,5,0,48.4136,-122.333,121725,41.4,59263,30069,17169,0.141047443,0.030577121
Somerset, MD,2017,5,3,1,38.2066,-75.6943,25801,37,39239,18395,4434,0.171853804,0.0376342
Somerset, PA,2017,5,1,1,40.2404,-78.838,75619,45.9,46132,23877,8935,0.118158135,0.028127851
St. Clair, MI,2017,5,2,2,42.9704,-82.4244,159761,43.2,53641,27807,21050,0.131759315,0.037074129
Story, IA,2017,5,1,6,42.0449,-93.6442,95888,25.9,52671,27392,18822,0.196291507,0.024841482
Stutsman, ND,2017,5,2,1,46.9072,-98.7098,21058,39.7,56088,31182,2148,0.102003989,0.007930478
Taylor, WV,2017,5,3,2,39.3729,-79.9697,16977,43.2,45916,23683,2586,0.152323732,0.039524062
Teton, WY,2017,5,0,0,43.5878,-110.83,22923,39,80049,49200,1561,0.068097544,0.008157745
Tipton, TN,2017,5,2,4,35.4671,-89.7004,61434,37.3,57212,26110,8839,0.143877983,0.039587199
Twin Falls, ID,2017,5,2,0,42.5744,-114.493,82248,34.6,49118,22723,11651,0.14165694,0.021131213
Walla Walla, WA,2017,5,3,0,46.0607,-118.343,59862,37.3,52630,26651,7861,0.1313187,0.028248304
Wapello, IA,2017,5,0,3,41.0068,-92.3788,35321,39.5,43329,23413,5862,0.165963591,0.031142946
Washington, UT,2017,5,1,3,37.5736,-113.723,155577,35.9,55175,25415,21878,0.1406249,0.02235549
Wayne, KY,2017,5,4,1,36.8615,-84.8304,20692,42,33715,17627,4724,0.228300793,0.037937367
Wayne, MS,2017,5,2,5,31.5687,-88.6781,20458,37.4,35215,21515,4889,0.238977417,0.044432496
Wayne, OH,2017,5,0,1,40.8367,-81.7644,115915,38.7,54037,25762,14611,0.12604926,0.019824872
Webster, MO,2017,5,8,2,37.1535,-92.9497,37558,37.4,45185,20468,6694,0.178231003,0.020368497
Wood, WI,2017,5,0,3,44.2212,-89.764,73427,43.8,51603,29039,8037,0.10945565,0.02508614
York, ME,2017,5,1,1,43.5319,-70.4467,201454,44.7,62618,33635,16801,0.083398692,0.026641318
Adair, OK,2017,4,1,3,35.8141,-94.6342,22136,37.2,33366,16576,6744,0.304662089,0.021277557
Alexander, NC,2017,4,1,2,35.8611,-81.1055,37159,42.8,44523,22655,5285,0.142226648,0.031728518
Anderson, TX,2017,4,1,3,31.7564,-95.6509,57747,39.1,42313,17466,6935,0.120092819,0.014719379
Apache, AZ,2017,4,5,0,35.7178,-109.568,71602,34.2,32360,13865,25225,0.352294629,0.041660847
Arkansas, AR,2017,4,3,1,34.4077,-91.4067,18352,40.9,38532,23766,3735,0.203520052,0.040213601
Baker, FL,2017,4,3,2,30.2722,-82.1147,27537,37.1,59506,22440,4277,0.155318299,0.023786179
Ballard, KY,2017,4,0,2,37.0776,-88.9684,8152,43.3,42988,25063,1436,0.176153091,0.02048577
Barnwell, SC,2017,4,1,3,33.3749,-81.2714,21788,40.6,34035,20018,5766,0.264641087,0.041077657
Barron, WI,2017,4,5,0,45.5036,-91.734,45358,44.2,49257,26935,5138,0.113276599,0.018541382
Bedford, TN,2017,4,1,2,35.4879,-86.4375,46854,37.2,47117,22953,7828,0.167072182,0.027126819
Blount, AL,2017,4,1,1,33.9477,-86.448,57667,40.9,47412,22021,8919,0.154663846,0.018918966
Boone, AR,2017,4,1,0,36.2631,-93.137,37212,42.2,40727,22288,5767,0.154976889,0.027356767
Boone, IL,2017,4,2,1,42.2628,-88.8551,53638,38.3,62701,29029,5617,0.104720534,0.040903837
Bremer, IA,2017,4,2,1,42.8555,-92.1212,24741,39.2,65440,32105,1781,0.071985773,0.019683925
Bryan, OK,2017,4,0,1,33.9861,-96.3806,45068,37.8,41197,22171,7643,0.169588178,0.028579036
Calhoun, SC,2017,4,0,1,33.7496,-80.8776,14808,45.9,44010,24766,2659,0.1795651,0.029713668
Calloway, KY,2017,4,1,1,36.6391,-88.3094,38616,34.7,39269,21757,7810,0.202247773,0.027346178
Canadian, OK,2017,4,0,1,35.3959,-97.7251,132922,35.8,69220,29852,10332,0.077729796,0.022772754
Cass, IN,2017,4,2,2,40.7623,-86.3508,38248,40.5,45558,23592,5170,0.135170466,0.030825141
Cass, NE,2017,4,0,1,41.0022,-96.1633,25513,41.9,68284,32509,1584,0.062085995,0.015168738
Cassia, ID,2017,4,3,0,42.5373,-113.793,23472,31.8,48162,20007,3393,0.144555215,0.018873551
Chatham, NC,2017,4,1,1,35.7225,-79.4453,68364,46.3,59684,36933,8988,0.131472705,0.02685624
Chesterfield, VA,2017,4,4,1,37.3273,-77.3194,335594,38.8,76969,35370,23707,0.070641907,0.030116748
Chisago, MN,2017,4,3,0,45.4309,-92.7968,54297,40.9,76747,32105,2871,0.052875849,0.022874192
Clay, MS,2017,4,0,4,33.6076,-88.6503,19990,39.4,34118,19220,5236,0.261930965,0.048924462
Clearfield, PA,2017,4,3,1,41.082,-78.6536,80539,44.2,45188,22568,11463,0.142328561,0.037124871
Coffee, TN,2017,4,1,3,35.3901,-85.9919,54074,40.2,46614,24748,8111,0.149998151,0.026648667
Columbia, WI,2017,4,1,0,43.5892,-89.7986,56790,42.4,63293,31290,4585,0.080736045,0.02086635
Covington, MS,2017,4,4,3,31.7758,-89.7066,19172,37.5,36471,18749,4363,0.227571458,0.037137492
Crawford, AR,2017,4,1,2,35.4137,-94.2891,62119,38.7,43504,22104,10196,0.164136577,0.027399024
Decatur, IN,2017,4,1,0,39.3439,-85.4899,26480,38.8,52270,25548,2957,0.111669184,0.024697885
Defiance, OH,2017,4,0,2,41.298,-84.3612,38311,40,55295,26941,4113,0.1073582,0.025841142
Dickinson, KS,2017,4,0,0,38.9297,-97.2187,19162,41.2,49663,24434,2183,0.11392339,0.02593675
Dillingham, AK,2017,4,3,0,59.0745,-158.532,4974,30.1,58708,24647,817,0.164254121,0.051467632
Dorchester, MD,2017,4,0,1,38.6431,-75.8695,32386,44.4,50532,28911,4929,0.152195393,0.042394862
Eaton, MI,2017,4,3,0,42.5623,-84.8385,108586,40.9,59244,30064,11655,0.107334279,0.029985449
Evangeline, LA,2017,4,2,1,30.8769,-92.4137,33750,35.4,31745,18655,8454,0.250488889,0.046548148
Falls Church, VA,2017,4,1,2,38.8832,-77.1696,13843,39.7,114795,65510,405,0.029256664,0.024416673
Franklin, AL,2017,4,2,3,34.5058,-87.7333,31507,37.7,39501,19314,7175,0.227727172,0.035357222
Franklin, NC,2017,4,3,2,36.1257,-78.3044,63866,40.9,48344,23862,10207,0.159818996,0.034603702
Franklin, VT,2017,4,0,1,44.8123,-73.0847,48816,39.9,62214,30624,3879,0.079461652,0.024295313
Fremont, CO,2017,4,1,1,38.362,-105.1417,46601,44.8,44712,20919,5654,0.121327869,0.020600416
Gage, NE,2017,4,0,1,40.2738,-96.7355,21632,44.2,52223,27424,1925,0.088988536,0.017242973
Geary, KS,2017,4,1,1,39.0345,-96.8442,35796,26.4,46096,21583,5192,0.145044139,0.027964018
Genesee, NY,2017,4,0,1,42.9759,-77.9831,58537,43.2,54033,27499,7362,0.125766609,0.02723064
Goodhue, MN,2017,4,1,1,44.5647,-92.5288,46138,42.9,62431,33477,4870,0.105552906,0.022541072
Gordon, GA,2017,4,2,2,34.5505,-84.9359,56424,37,43452,21208,10466,0.185488445,0.027133844
Grady, GA,2017,4,2,2,31.0255,-84.3244,25048,39.7,39462,20864,6284,0.250878314,0.035292239
Grafton, NH,2017,4,1,0,43.6507,-72.2412,89280,42.9,61036,35255,8993,0.100728047,0.021662186
Graham, AZ,2017,4,0,1,32.8787,-109.843,37700,33.1,48173,17874,7089,0.188037135,0.045676393
Grant, NM,2017,4,2,3,32.7714,-108.154,28382,45.9,40470,23898,6101,0.214960186,0.033225284
Greene, PA,2017,4,3,1,39.8803,-79.9263,37338,42,50972,25574,5012,0.134233221,0.023889871
Greenup, KY,2017,4,2,3,38.5499,-82.7273,36012,43.3,47517,25378,5846,0.162334777,0.036154615
Halifax, VA,2017,4,1,3,36.6329,-78.7705,35030,45.9,39233,21155,6423,0.183357122,0.021381673
Hardin, TX,2017,4,5,0,30.3557,-94.0761,55993,39.3,56131,29693,6669,0.119104174,0.019591735
Hempstead, AR,2017,4,1,0,33.6812,-93.5864,22154,38.9,38701,18817,5539,0.250022569,0.027308838
Hendry, FL,2017,4,0,5,26.7053,-81.0132,39064,33.7,37966,18426,9739,0.249308827,0.037067377
Henry, IL,2017,4,3,0,41.2283,-89.9217,49649,42.7,55755,28443,6109,0.123043767,0.02473363
Henry, TN,2017,4,3,1,36.2994,-88.336,32263,45.3,40415,22952,6254,0.193844342,0.028050708
Henry, VA,2017,4,1,2,36.7067,-79.9493,51956,46.8,36779,21473,9843,0.189448764,0.038012934
Hickman, TN,2017,4,3,1,35.777,-87.4676,24502,40.9,39333,20936,4523,0.184597176,0.02616113
Hillsdale, MI,2017,4,1,0,41.9273,-84.5726,45909,42,46160,23831,7510,0.163584482,0.027467381
Hopkins, KY,2017,4,0,1,37.1937,-87.365,45985,41.3,44048,23288,7688,0.167184952,0.026008481
Hunterdon, NJ,2017,4,0,1,40.6338,-74.9076,125717,45.9,110969,54200,5403,0.042977481,0.02444379
Iron, UT,2017,4,0,2,37.7027,-113.073,48504,29.1,45422,19791,10001,0.20618918,0.028533729
Jefferson Davis, MS,2017,4,3,1,31.5911,-89.8727,11639,43.6,26736,17035,3697,0.317638972,0.040295558
Jefferson, GA,2017,4,0,2,34.2491,-84.7833,15954,38.6,29640,17485,4162,0.260875016,0.033847311
Jefferson, OR,2017,4,0,2,44.6341,-121.13,22707,40.6,48464,22957,4559,0.200775091,0.048223015
Kendall, IL,2017,4,0,0,41.6557,-88.4376,122933,34.5,89860,33369,6889,0.056038655,0.026957774
Knox, OH,2017,4,2,1,40.4457,-82.2602,60945,38.9,51211,24523,7914,0.129854787,0.028648782
La Paz, AZ,2017,4,3,2,33.988,-114.398,20477,56,36479,21707,3971,0.193924891,0.033256825
La Plata, CO,2017,4,3,0,37.2808,-107.856,54469,39.7,62533,34501,5045,0.092621491,0.024472636
Lawrence, MS,2017,4,2,3,31.5554,-90.1658,12659,40.4,40432,21826,2498,0.197329963,0.038391658
Lea, NM,2017,4,0,2,32.9412,-103.362,69505,31.7,59285,24507,10794,0.15529818,0.027163513
Lee, IA,2017,4,0,2,40.4117,-91.4021,34785,43.3,48266,24408,5504,0.158229122,0.037861147
Lewis, WA,2017,4,5,1,46.4453,-122.818,76012,42.8,46387,23853,11987,0.157698784,0.037770352
Logan, OK,2017,4,2,1,35.8632,-97.4255,45326,37.8,59133,28265,5775,0.127410316,0.023408198
Lowndes, AL,2017,4,2,2,32.1758,-86.6731,10362,40.7,29785,18976,3095,0.298687512,0.043041884
Lyon, KY,2017,4,1,1,37.0444,-88.0359,8268,49.2,50268,27098,967,0.116956942,0.012094823
Madison, FL,2017,4,0,6,30.5181,-83.4226,18518,42.4,31816,17192,5241,0.283021925,0.028512798
Marshall, IA,2017,4,1,0,41.9237,-93.1878,40476,38.5,52752,25693,4422,0.109249926,0.026311889
Martin, TX,2017,4,1,0,32.1344,-101.786,5547,31.7,71115,28560,382,0.068866054,0.009013881
Matagorda, TX,2017,4,1,2,28.9704,-96.1595,36744,37.2,44896,23294,7464,0.203135206,0.029746353
McCurtain, OK,2017,4,4,0,34.044,-94.7467,33026,39,34250,19040,7690,0.232846848,0.02270938
Mississippi, MO,2017,4,2,2,36.9156,-89.3538,13916,39.4,32212,17918,3843,0.276156942,0.038085657
Nacogdoches, TX,2017,4,1,1,31.5845,-94.6401,65411,30.6,41482,22589,14894,0.227698705,0.040818823
Oglala Lakota, SD,2017,4,2,1,43.0645,-102.568,14291,25.2,27804,9334,7341,0.513679938,0.066125534
Otero, NM,2017,4,0,2,32.9157,-105.958,65130,35.6,43533,21876,13183,0.202410563,0.037309995
Ottawa, MI,2017,4,0,3,42.7694,-86.1208,280243,34.9,63962,29121,25806,0.09208437,0.02367945
Park, WY,2017,4,3,2,44.526,-109.065,29276,44.2,60828,32557,2000,0.068315344,0.017625359
Penobscot, ME,2017,4,1,0,44.7937,-68.7589,152284,41.8,47886,26347,23119,0.15181503,0.033115757
Perquimans, NC,2017,4,0,6,36.17,-76.4666,13506,48.9,44039,25848,2527,0.187102029,0.035169554
Perry, KY,2017,4,0,0,37.2773,-83.228,27329,41.2,31820,19890,6918,0.253137693,0.048702843
Perry, OH,2017,4,1,1,39.804,-82.3023,35983,39.9,46477,21557,6838,0.190034183,0.034377345
Pitkin, CO,2017,4,1,0,39.1618,-106.822,17747,43.3,67755,65800,1250,0.07043444,0.029018989
Portage, WI,2017,4,0,2,44.6171,-89.256,70371,36.6,54620,28363,8757,0.124440466,0.025692402
Pottawatomie, OK,2017,4,3,2,35.3379,-96.8951,71614,37.6,46159,22284,11581,0.16171419,0.029575223
Pulaski, VA,2017,4,5,0,37.0396,-80.7803,34330,46.2,49691,26328,4623,0.13466356,0.033148849
Putnam, NY,2017,4,1,0,41.4025,-73.7376,99464,43.8,99608,44063,4719,0.047444301,0.029417679
Radford, VA,2017,4,0,1,37.1385,-80.5581,17380,22.7,36082,19539,5377,0.309378596,0.034982739
Ramsey, ND,2017,4,0,1,48.1054,-98.8604,11574,42.4,55927,33884,1344,0.116122343,0.006825644
Robertson, TX,2017,4,1,2,30.9736,-96.6793,16727,41.4,52189,23337,2505,0.149757876,0.036049501
Rockwall, TX,2017,4,4,0,32.9651,-96.3427,90414,37.2,93269,38933,5222,0.057756542,0.0255049
Rolette, ND,2017,4,3,0,48.8047,-99.8055,14657,30.6,36170,18075,4668,0.318482636,0.027836529
Rowan, KY,2017,4,4,1,38.1619,-83.2214,24392,30.7,36411,19032,5686,0.233109216,0.019391604
Sabine, LA,2017,4,3,0,31.5235,-93.5497,24145,41.3,40695,22980,4639,0.192130876,0.037357631
Saline, AR,2017,4,0,2,34.4985,-92.4198,116252,39,58985,28410,9210,0.079224443,0.02169425
Saline, MO,2017,4,0,0,39.225,-93.0686,23010,37.9,41567,21729,3759,0.163363755,0.022164276
Sampson, NC,2017,4,0,2,34.7859,-78.3947,63664,40.2,37765,20872,15271,0.239868686,0.044075145
San Benito, CA,2017,4,1,0,36.8513,-121.402,58671,35.4,80760,30012,5670,0.096640589,0.045780709
Scott, MS,2017,4,2,2,32.4491,-89.4889,28399,36.5,33601,20520,7795,0.274481496,0.04704391
Sharp, AR,2017,4,1,2,35.944,-91.5433,17041,47.3,31792,20078,3904,0.229094537,0.024822487
Shelby, OH,2017,4,0,0,40.395,-84.1769,48902,39.3,57673,28410,4286,0.087644677,0.02809701
Shiawassee, MI,2017,4,3,1,42.998,-84.1394,68617,42,50967,25218,8857,0.1290788,0.034393809
Southeast Fairbanks, AK,2017,4,0,0,63.3438,-143.098,6889,36.6,63866,31051,942,0.13673973,0.060966759
Staunton, VA,2017,4,0,4,38.0571,-79.149,24273,42,46435,27571,3050,0.125654019,0.019857455
Stephens, GA,2017,4,3,1,34.6061,-83.3532,25625,42.3,39756,21657,4504,0.175765854,0.052253659
Sullivan, IN,2017,4,0,0,39.1076,-87.4818,20900,41.4,45031,22239,2934,0.140382775,0.024162679
Sumter, AL,2017,4,2,5,32.5632,-88.1382,13084,35.9,21663,14739,4398,0.336135738,0.05136044
Sunflower, MS,2017,4,1,5,33.4478,-90.6296,26915,34.9,28556,14427,7460,0.277168865,0.066208434
Taney, MO,2017,4,2,0,36.6087,-93.2342,54308,41.9,39661,21381,8996,0.165647787,0.030327024
Tazewell, VA,2017,4,2,1,37.258,-81.2665,42689,44.3,40309,24325,6430,0.150624283,0.032373679
Terrell, GA,2017,4,1,1,31.7529,-84.3723,8978,40.7,32219,17562,3047,0.339385164,0.043439519
Titus, TX,2017,4,1,2,33.165,-95.0107,32664,34,46980,21090,6193,0.18959711,0.028624786
Toombs, GA,2017,4,1,0,32.2032,-82.4138,27160,36.1,35750,21309,6532,0.240500736,0.044661267
Trinity, CA,2017,4,0,1,40.7395,-123.443,13037,51.4,36563,23575,2545,0.195213623,0.038889315
Tuscarawas, OH,2017,4,4,2,40.2723,-81.606,92531,40.9,49460,25054,12610,0.136278653,0.024229718
Union, LA,2017,4,2,2,32.9017,-92.2498,22537,41.7,38916,20742,4801,0.213027466,0.026356658
Wakulla, FL,2017,4,0,1,30.0979,-84.3192,31586,40.7,57866,22846,3540,0.11207497,0.031881213
Warrick, IN,2017,4,1,1,38.0521,-87.2768,61581,40.5,66080,33528,4656,0.075607736,0.017862652
Washington, NC,2017,4,1,2,35.8638,-76.7299,12331,43.5,34557,21117,2924,0.237125943,0.042981105
Washington, VA,2017,4,2,1,36.7292,-82.0053,54457,45.5,44844,25640,7671,0.140863434,0.030225683
Waupaca, WI,2017,4,3,2,44.3842,-88.735,51651,44.9,54071,29423,5506,0.106600066,0.019825366
West Baton Rouge, LA,2017,4,1,2,30.3584,-91.2541,25518,35.6,60902,28140,4417,0.173093503,0.029116702
Whitman, WA,2017,4,0,2,46.7365,-117.185,47794,24.5,41574,22154,11240,0.235175964,0.043038875
Wilcox, AL,2017,4,4,0,31.9976,-87.3061,10919,40.5,27012,15774,3371,0.308727905,0.055133254
Wilson, NC,2017,4,2,1,35.7507,-77.9494,81379,40.4,42095,23383,16458,0.202238907,0.037896755
Winchester, VA,2017,4,0,1,39.1606,-78.1773,27516,37.6,49330,28429,3317,0.120548045,0.021805495
Wood, OH,2017,4,0,3,41.1565,-81.1223,129504,34.6,58033,30042,16409,0.126706511,0.030500988
Adair, MO,2017,3,1,1,40.1843,-92.572,25437,27.3,38750,21778,5943,0.233636042,0.025789205
Adams, NE,2017,3,1,0,40.6668,-98.4774,31564,37.9,51721,28085,3698,0.117158788,0.021828666
Amherst, VA,2017,3,1,1,37.4434,-79.0769,31819,43.9,49677,24296,4172,0.131116628,0.026807882
Atascosa, TX,2017,3,0,0,28.7194,-98.2942,48139,35.4,55194,23973,6961,0.14460209,0.027399821
Avoyelles, LA,2017,3,3,3,31.1357,-92.0564,41095,38.1,36763,20199,8863,0.215671006,0.030125319
Barry, MO,2017,3,1,0,36.6707,-93.9399,35398,43.2,40638,20840,7141,0.201734561,0.035114978
Beauregard, LA,2017,3,1,2,30.8481,-93.2938,36598,37.5,47350,24551,6246,0.170665064,0.031039948
Bedford, VA,2017,3,0,0,37.2469,-79.6473,77319,45.9,59405,30633,6830,0.088335338,0.021624698
Belknap, NH,2017,3,0,0,43.5163,-71.4454,60383,46.7,65834,33849,5421,0.089776924,0.026315354
Benton, MN,2017,3,0,1,45.5949,-94.1725,39360,35.6,53574,27018,5445,0.138338415,0.022916667
Bertie, NC,2017,3,1,1,35.9153,-76.9081,19913,45,31287,18319,4102,0.205996083,0.053231557
Bingham, ID,2017,3,0,0,43.2836,-112.295,45369,33.3,51307,20720,5905,0.130154952,0.023474178
Blue Earth, MN,2017,3,0,1,44.1658,-93.9727,65767,30.6,53752,28283,11321,0.172138002,0.026517859
Bourbon, KY,2017,3,1,5,38.215,-84.2606,20017,42.1,47886,25994,3268,0.163261228,0.034770445
Bradford, PA,2017,3,1,0,41.6012,-76.4415,61546,44.4,50900,26937,7430,0.120722711,0.025688103
Buffalo, NE,2017,3,0,0,40.68,-99.0813,48834,32.9,55053,28553,6669,0.136564689,0.017856412
Butler, MO,2017,3,1,1,36.7672,-90.4245,42826,40.3,37878,20855,9025,0.210736469,0.040209219
Caddo, OK,2017,3,2,0,35.076,-98.2475,29437,37.1,41626,21071,5879,0.199714645,0.031219214
Calhoun, MS,2017,3,0,2,33.9886,-89.3593,14617,40.5,33370,17837,3836,0.262434152,0.032975303
Camp, TX,2017,3,1,2,32.9764,-94.9875,12670,36.8,41811,21069,2191,0.172928177,0.02715075
Cass, MN,2017,3,1,0,47.3819,-94.6102,28810,48.7,50162,28004,4339,0.150607428,0.025928497
Cecil, MD,2017,3,0,3,39.7003,-76.0586,102416,40.3,70516,32542,9533,0.093081159,0.030473754
Champaign, OH,2017,3,1,2,40.1067,-83.7579,39005,42.1,54495,25528,4211,0.107960518,0.036405589
Cheshire, NH,2017,3,0,1,42.9172,-72.2575,76109,42.5,60148,32072,7297,0.095875652,0.024740832
Chester, TN,2017,3,2,1,35.4509,-88.6276,17097,36.2,43740,20497,2902,0.169737381,0.047142774
Clarke, MS,2017,3,1,2,32.0515,-88.7277,16089,41.8,37626,20564,2961,0.184038784,0.038100566
Clay, IA,2017,3,1,0,43.1447,-95.138,16387,42.2,48978,28514,1879,0.114664063,0.017635931
Columbia, OR,2017,3,0,1,45.8594,-122.842,50207,43.3,57449,28460,6102,0.121536837,0.034636604
Coosa, AL,2017,3,2,0,33.1039,-86.0206,10955,45.9,34792,20342,1513,0.138110452,0.045458695
Cortland, NY,2017,3,0,0,42.375,-75.9951,48334,36.2,52451,26271,6573,0.135991228,0.026068606
Cowley, KS,2017,3,2,1,37.2347,-96.9825,35732,38.2,46624,23130,5382,0.150621292,0.023704243
Crockett, TN,2017,3,1,1,35.8586,-89.1277,14554,40,39692,21056,2522,0.173285695,0.02624708
Cumberland, TN,2017,3,2,2,35.9779,-85.0387,58178,50.5,40994,23668,9129,0.156914985,0.029478497
Custer, OK,2017,3,1,1,35.5098,-98.9735,29169,30.7,48520,24621,4366,0.149679454,0.017450033
Dawson, TX,2017,3,0,3,32.7278,-101.957,13095,33.1,43201,21360,2078,0.158686522,0.027109584
Decatur, GA,2017,3,1,0,30.936,-84.6125,27023,37.9,36934,19650,6233,0.230655368,0.025163749
DeKalb, IN,2017,3,0,0,41.4285,-84.9239,42524,39.1,51374,26057,5262,0.123741887,0.024127552
Delaware, OK,2017,3,3,0,36.5925,-94.7668,41878,46.5,38234,22175,7861,0.187711925,0.033955776
DeSoto, FL,2017,3,3,0,27.2235,-81.8592,35675,40.7,35435,17892,10086,0.282718991,0.022929222
Dickson, TN,2017,3,1,1,36.1724,-87.3479,51341,39.5,47398,25211,7344,0.143043571,0.02167858
Douglas, MN,2017,3,0,1,45.8801,-95.3823,36891,44.3,58667,33336,3063,0.083028381,0.016399664
Duchesne, UT,2017,3,2,1,40.3593,-110.291,20259,30.3,63000,23323,2517,0.124241078,0.026408016
Eagle, CO,2017,3,0,1,39.6361,-106.524,53726,36.5,83803,40450,4128,0.076834307,0.017384507
East Feliciana, LA,2017,3,5,0,30.8178,-90.8719,19553,42.4,46964,21138,2928,0.149746842,0.023065514
Effingham, GA,2017,3,1,1,32.2842,-81.2367,57087,36.2,64279,26765,5405,0.09468005,0.025014452
Estill, KY,2017,3,1,2,37.7035,-83.9979,14382,42.6,30692,17728,4329,0.301001252,0.049367265
Fannin, TX,2017,3,2,1,33.5767,-96.1706,33787,41.9,47875,23212,4580,0.135555095,0.02163554
Franklin, FL,2017,3,0,3,29.7252,-84.9889,11675,44.3,41267,23524,2012,0.172334047,0.031520343
Franklin, KS,2017,3,0,0,38.6227,-95.1559,25599,40,53167,25701,3098,0.121020352,0.028243291
Franklin, TN,2017,3,1,1,35.0512,-86.2697,41397,41.5,46882,25637,5918,0.142957219,0.031330773
Fulton, OH,2017,3,1,2,41.5587,-84.1455,42296,40.2,57774,27922,4417,0.104430679,0.030901267
