County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Dewey, SD,2017,2,1,1,44.9962,-101.235,5709,28,41190,17267,1776,31.1087756,11.9460501
Dickinson, IA,2017,2,2,0,43.4286,-95.1023,17000,48.7,59889,36588,1356,7.9764706,1.6470588
Divide, ND,2017,2,0,1,48.9159,-103.301,2378,50.9,54223,39171,297,12.489487,1.2195122
Dunklin, MO,2017,2,1,1,36.244,-90.0645,30905,39.4,32348,18878,8025,25.9666721,2.8183142
Duval, TX,2017,2,1,0,27.7692,-98.2419,11434,36.8,35443,19085,2731,23.8849047,5.439916
Eastland, TX,2017,2,2,1,32.4669,-98.6632,18278,43,32135,20433,3023,16.5390086,2.2923733
Elbert, CO,2017,2,2,0,39.4071,-103.898,24553,45.6,92849,42522,1160,4.7244736,1.99161
Elko, NV,2017,2,1,1,40.7239,-115.479,52377,34.1,76178,32498,5931,11.3236726,2.3292667
Ellsworth, KS,2017,2,0,2,38.5876,-98.412,6331,43.7,48550,24102,618,9.7614911,1.3425999
Elmore, ID,2017,2,3,0,43.1816,-115.774,26232,31.4,45154,23029,3783,14.4213175,2.9200976
Emporia, VA,2017,2,0,0,36.6931,-77.5395,5495,35.9,27426,18548,1631,29.6815287,8.8262056
Erath, TX,2017,2,0,1,32.22,-98.2212,41016,30,47013,23511,8807,21.4721084,2.104057
Fairfield, SC,2017,2,2,1,34.3669,-81.1004,22868,45.4,35551,21972,4808,21.0250131,3.9225118
Falls, TX,2017,2,0,0,31.3023,-96.8859,17289,39.2,38834,17755,3917,22.6560241,2.1516571
Fayette, OH,2017,2,0,2,39.6617,-83.5723,28659,41.1,44289,24013,4944,17.2511253,2.9170592
Fayette, TN,2017,2,2,2,35.2151,-89.3567,39336,44.8,57919,30471,5602,14.2414074,3.8082164
Ford, IL,2017,2,0,0,40.9958,-88.1991,13470,43.2,50851,26611,2044,15.1744618,3.2442465
Ford, KS,2017,2,1,2,37.7783,-100.033,34658,31.1,49890,22053,5501,15.8722373,3.2344625
Forest, PA,2017,2,1,1,41.4917,-79.4565,7388,39.2,37106,14989,404,5.468327,0.5820249
Forest, WI,2017,2,2,0,45.5812,-88.9004,9035,46.2,43356,23936,1541,17.0558937,3.6413946
Franklin, IL,2017,2,0,2,37.9792,-88.9241,39302,42.3,39454,22346,7635,19.4264923,3.8471325
Franklin, IN,2017,2,1,0,39.3212,-84.9731,22835,42.3,55588,26267,2248,9.8445369,2.6932341
Franklin, NY,2017,2,2,0,44.8551,-74.3065,51054,40.5,50733,24294,8793,17.2229404,3.4943393
Freestone, TX,2017,2,1,0,31.7086,-96.1653,19646,40.6,45890,24060,3122,15.8912756,1.6593709
Fremont, WY,2017,2,0,0,43.5736,-109.817,40354,38.3,55013,27220,5380,13.3320117,2.9290777
Fulton, IN,2017,2,0,0,41.065,-86.2272,20296,41.9,47108,23557,2655,13.0813953,1.8821443
Fulton, KY,2017,2,1,0,36.5583,-89.2147,6259,43.1,28274,18111,1474,23.5500879,3.0036747
Fulton, NY,2017,2,0,0,43.0522,-74.3358,53955,43.4,48033,26298,8461,15.6815865,3.7104995
Furnas, NE,2017,2,0,0,40.3046,-99.8962,4814,46.1,43400,24522,636,13.2114666,1.2879103
Gilmer, GA,2017,2,2,0,34.6502,-84.395,29614,46,46211,23688,5520,18.6398325,3.2822314
Gloucester, VA,2017,2,2,0,37.4169,-76.5342,37035,44.6,63881,32271,3193,8.6215742,1.6524909
Goliad, TX,2017,2,1,1,28.7214,-97.3146,7510,46.4,56737,30075,1215,16.1784288,2.7430093
Gooding, ID,2017,2,2,1,42.9396,-114.715,15110,37.3,42626,20821,2392,15.8305758,2.6538716
Grant, OR,2017,2,1,1,44.4135,-119.16,7209,53,44826,25154,970,13.455403,3.4124012
Granville, NC,2017,2,0,1,36.3184,-78.6673,58503,42.5,52089,24859,7982,13.6437448,3.0733467
Grayson, KY,2017,2,1,1,37.4813,-86.3023,26129,40.2,35944,19520,6625,25.3549696,2.7593861
Grayson, VA,2017,2,1,1,36.647,-81.0887,15708,47.4,32048,20525,3044,19.3786606,3.3231474
Gulf, FL,2017,2,0,2,29.9101,-85.3733,16018,44.3,44647,21085,2029,12.6669996,2.1101261
Hanover, VA,2017,2,1,0,37.7964,-77.4894,103218,42.6,84955,37924,5832,5.6501773,1.8688601
Hardeman, TN,2017,2,0,1,35.2555,-88.9977,25784,40.5,36686,16938,4664,18.0887372,5.949426
Hardin, IA,2017,2,0,0,42.4182,-93.073,17239,44.4,52207,28445,1314,7.6222519,1.2587737
Harlan, KY,2017,2,0,2,36.9664,-82.9226,27548,41.4,24451,15457,9565,34.7212139,3.285175
Harmon, OK,2017,2,0,0,34.6813,-99.7322,2758,42.4,38264,21620,426,15.4459753,2.8643945
Henderson, IL,2017,2,1,0,40.9305,-90.9464,6927,49.2,47428,27949,774,11.1736683,3.0749242
Henrico, VA,2017,2,1,1,37.5204,-77.2923,324073,38.3,66447,36497,33510,10.3402628,3.232605
Henry, KY,2017,2,1,0,38.4271,-85.1706,15677,41.3,50787,23932,2825,18.0200293,3.1766282
Henry, MO,2017,2,1,2,38.5394,-93.5155,21834,44,41089,24371,4524,20.719978,2.9312082
Herkimer, NY,2017,2,2,1,43.0091,-75.0408,62943,43.7,49077,24932,9201,14.6179877,4.0655831
Hockley, TX,2017,2,0,0,33.581,-102.384,23273,33.4,49184,22673,3354,14.4115499,3.553474
Hood River, OR,2017,2,0,0,45.6909,-121.837,22938,39,57269,29595,2756,12.0149969,2.6419043
Houston, MN,2017,2,0,1,43.8914,-91.3428,18709,45.4,56837,30150,1631,8.7177294,1.7531669
Howell, MO,2017,2,1,0,36.6311,-91.9602,40139,40.2,34984,20274,9026,22.4868582,2.1575027
Humboldt, IA,2017,2,1,0,42.71,-94.2267,9586,43,48847,29587,1226,12.7894847,1.6795327
Humphreys, TN,2017,2,2,1,36.0297,-87.95,18281,42.1,40998,23498,3299,18.0460587,2.696789
Huron, MI,2017,2,2,1,43.9442,-82.8362,31750,48.5,45191,26352,4266,13.4362205,2.711811
Iowa, IA,2017,2,2,0,41.5142,-92.0788,16231,41.8,58077,29881,1555,9.5804325,1.1336332
Iroquois, IL,2017,2,2,1,40.7685,-87.99,28457,44.3,48857,26480,4316,15.1667428,3.2434902
Itasca, MN,2017,2,1,1,47.2362,-93.5542,45237,45.9,52050,27497,5553,12.2753498,2.6880651
Itawamba, MS,2017,2,2,0,34.2648,-88.3514,23439,39.8,38358,20859,4107,17.5220786,2.6025001
Jackson, AL,2017,2,1,0,34.6265,-86.2663,52326,43,39281,20946,9827,18.7803386,3.2469518
Jackson, WV,2017,2,0,0,38.9655,-81.7555,29123,43,41731,23246,4247,14.5829757,1.8679394
Jasper, IA,2017,2,0,0,41.6997,-93.0486,36789,42.6,56363,27214,3171,8.6194243,2.2642638
Jasper, MS,2017,2,1,1,31.9783,-89.2819,16547,40.8,35271,20619,3766,22.7594126,2.3448359
Jefferson, IN,2017,2,1,2,38.7854,-85.3837,32293,40.6,50722,25429,4055,12.5569009,3.3412814
Jefferson, MT,2017,2,1,0,45.8536,-112.153,11625,47.9,64911,32387,1139,9.7978495,2.7698925
Jefferson, WV,2017,2,0,1,39.2854,-77.7705,55673,40.2,72526,33241,5363,9.6330358,3.8438741
Jenkins, GA,2017,2,1,1,32.8049,-81.9516,8929,40.6,27197,15149,2720,30.4625378,2.4750812
Jennings, IN,2017,2,0,1,38.9556,-85.6758,27840,39.6,48362,22901,3815,13.7033046,2.9849138
Jo Daviess, IL,2017,2,1,0,42.4185,-90.4246,22046,49.4,55532,32401,1658,7.5206387,2.2543772
Johnson, AR,2017,2,2,0,35.3649,-93.3707,26155,37.8,35758,18757,5733,21.9193271,1.9843242
Johnson, GA,2017,2,0,0,32.7329,-82.7285,9800,41.6,36423,19706,2037,20.7857143,5.4183673
Kandiyohi, MN,2017,2,0,1,45.1088,-95.0514,42577,39.5,56604,29375,4732,11.1139817,1.5642248
Kane, UT,2017,2,1,0,37.0414,-112.494,7246,42.2,50266,24836,795,10.9715705,1.807894
Kemper, MS,2017,2,2,0,32.8282,-88.4764,10082,41.7,27016,15790,2905,28.8137274,2.5788534
Knox, IN,2017,2,2,0,38.6485,-87.5275,37763,38.1,44837,23441,5512,14.596298,2.7990361
Knox, KY,2017,2,0,1,36.8665,-83.8888,31424,39.7,26061,15869,10583,33.6780804,3.5641548
Knox, ME,2017,2,0,0,44.1056,-69.1175,39700,47.8,53117,29806,4469,11.256927,2.4055416
Kodiak Island, AK,2017,2,0,0,57.805,-152.383,13773,33.1,74167,32625,1262,9.1628549,2.8751906
Kootenai, ID,2017,2,0,0,47.7232,-116.911,150128,39.7,53189,28275,18668,12.4347224,2.9448204
Lafayette, AR,2017,2,0,1,33.4417,-93.4514,7051,45.8,32500,25140,1632,23.1456531,3.3186782
LaGrange, IN,2017,2,0,1,41.7217,-85.4211,38720,31.5,58336,22780,3489,9.0108471,1.286157
Lamb, TX,2017,2,1,1,34.1896,-102.128,13368,35.6,43712,21760,2686,20.0927588,1.5709156
Lampasas, TX,2017,2,3,0,31.2235,-98.4018,20473,41.8,54467,26405,2429,11.8644068,3.3654081
Las Animas, CO,2017,2,3,0,37.1842,-104.499,14151,46,40586,24268,2266,16.0130026,3.6251855
Lawrence, AL,2017,2,2,2,34.5904,-87.1936,33288,42,43779,22419,5490,16.4924297,2.9199712
Lawrence, AR,2017,2,1,0,36.0665,-90.9622,16777,42,37603,19422,2976,17.7385707,3.4273112
Lawrence, SD,2017,2,0,0,44.503,-103.87,25018,41.4,49275,28606,2976,11.8954353,1.6827884
Lee, AR,2017,2,2,0,34.7674,-90.757,9614,41.9,27901,15610,2173,22.6024548,5.3463699
Lee, IL,2017,2,2,0,41.839,-89.4925,34670,42.7,58319,28179,3699,10.6691664,2.7805019
Lee, KY,2017,2,1,1,37.4859,-83.6849,6717,44.2,23297,16489,1988,29.5965461,2.9328569
Lee, VA,2017,2,0,1,36.689,-83.111,24428,43.8,32590,18514,5994,24.5374161,3.9913214
Leon, TX,2017,2,0,2,31.0305,-96.1186,16966,44.7,44875,27096,2741,16.1558411,2.9470706
Letcher, KY,2017,2,0,0,37.1158,-82.8259,23011,41.8,30293,18085,6946,30.1855634,4.2501412
Lewis, KY,2017,2,0,2,38.6379,-83.3616,13565,42.1,32054,19346,3487,25.7058607,2.5211942
Lewis, NY,2017,2,0,0,43.787,-75.4992,26845,41.8,51475,25779,3765,14.0249581,3.6058856
Lewis, TN,2017,2,2,0,35.558,-87.5703,11944,44.7,37092,20099,2603,21.7933691,1.6828533
Lewis, WV,2017,2,0,0,39.064,-80.5489,16371,42.8,39793,21513,3196,19.5223261,3.0969397
Lincoln, AR,2017,2,1,1,33.9939,-91.6303,13885,38.6,38873,13142,1620,11.6672668,2.1389989
Lincoln, KY,2017,2,0,0,37.5322,-84.6536,24413,40.6,37930,19351,5699,23.3441199,3.7152337
Lincoln, MT,2017,2,1,0,48.4785,-115.584,19249,52.1,36934,22483,3120,16.2086342,3.735259
Lincoln, NM,2017,2,1,2,33.5392,-105.5983,19497,50.9,42145,26820,2987,15.3203057,1.9746628
Lincoln, OK,2017,2,0,2,35.7037,-96.8835,34759,41,47539,23911,4895,14.0826836,2.6093961
Lincoln, OR,2017,2,0,0,44.6368,-124.053,47307,50.9,43291,25782,8578,18.1326231,2.7543493
Lincoln, SD,2017,2,3,0,43.4518,-96.8395,53147,34.4,81849,39404,1601,3.0123996,1.1910362
Little River, AR,2017,2,1,1,33.7019,-94.3926,12494,42.5,36963,23412,2291,18.3368017,4.2420362
Llano, TX,2017,2,1,0,30.7143,-98.6276,20195,57.1,50524,35680,2495,12.3545432,3.4117356
Logan, IL,2017,2,0,1,40.144,-89.3705,29488,40.6,58271,26479,2327,7.8913456,2.5230602
Love, OK,2017,2,1,1,33.9359,-97.1192,9843,40,49409,20965,1184,12.028853,1.6255207
Lyon, NV,2017,2,1,1,39.4162,-119.225,52303,43.8,50920,25063,7148,13.6665201,4.347743
Macon, MO,2017,2,2,0,39.7429,-92.4784,15319,43,38903,20890,2563,16.7308571,3.3553104
Macon, NC,2017,2,1,1,35.2129,-83.3576,34160,49.3,40659,27282,5980,17.5058548,2.0491803
Madison, NC,2017,2,0,1,35.8197,-82.6805,21347,44.2,40563,22653,3622,16.9672554,3.2744648
Madison, NE,2017,2,0,1,42.035,-97.421,35062,36.9,49865,26093,5440,15.5153728,1.7169585
Marion, IA,2017,2,0,1,41.3157,-93.1006,33127,39.5,57917,27815,2932,8.8507864,1.9229028
Marion, KS,2017,2,1,0,38.3626,-97.0085,12087,45,50212,25620,1211,10.0190287,1.9276909
Marion, TX,2017,2,2,1,32.7685,-94.3549,10140,49.8,36938,25933,2225,21.9428008,4.2800789
Marshall, IN,2017,2,0,1,41.2298,-86.2475,46752,39.8,51869,24289,5302,11.3406913,3.3110883
Marshall, KY,2017,2,0,1,37.6047,-86.0033,31177,44.8,49126,27391,3286,10.539821,2.8354235
Marshall, TN,2017,2,1,2,35.4281,-86.7973,31753,39.3,46837,23920,4213,13.2680377,3.0737253
Mason, MI,2017,2,0,0,43.9553,-86.4478,28800,46,45524,26251,4541,15.7673611,3.5381944
Mason, WV,2017,2,0,2,38.5211,-82.074,27000,44,38977,21094,5071,18.7814815,2.8592593
Mayes, OK,2017,2,0,1,36.2001,-95.1664,40929,40.3,45302,22575,7726,18.8765912,2.362628
McDonald, MO,2017,2,1,1,36.5746,-94.3912,22753,38.3,41207,19577,4269,18.762361,2.6194348
McDonough, IL,2017,2,0,0,40.5123,-90.4761,31597,31.3,42911,22527,6212,19.6600943,4.1174795
McKinley, NM,2017,2,2,1,35.5193,-108.758,72849,31.6,30336,14077,27086,37.1810183,6.1291164
McLean, ND,2017,2,0,2,47.8542,-101.253,9607,46.7,63926,36953,837,8.7123972,0.7702717
McNairy, TN,2017,2,1,3,35.0711,-88.6222,25945,42.7,34353,19745,5520,21.2757757,5.6619773
Meade, SD,2017,2,0,1,44.9875,-102.35,27066,36.1,54286,26896,2304,8.5125249,0.6982931
Meigs, OH,2017,2,0,0,38.9712,-81.9148,23234,42.8,42105,22396,5179,22.2906086,4.4245502
Midland, MI,2017,2,0,1,43.6139,-84.2414,83489,41.5,57117,33013,9300,11.139192,3.4423697
Milam, TX,2017,2,2,0,30.8574,-96.9739,24479,41.5,41768,22911,3845,15.707341,2.2509089
Miller, GA,2017,2,1,0,31.1804,-83.8055,5884,43.1,37255,21002,1332,22.6376615,2.4303195
Miller, MO,2017,2,2,1,38.3313,-92.5844,24947,41.1,41461,23346,4061,16.2785104,3.3791638
Minidoka, ID,2017,2,0,1,42.6178,-113.675,20448,35.4,48021,21887,3623,17.7181142,1.8388106
Mitchell, GA,2017,2,0,3,31.1345,-84.1628,22574,38.8,34122,16088,5438,24.0896607,6.2859927
Mitchell, IA,2017,2,0,0,43.2841,-92.8059,10663,43.7,53675,27407,870,8.1590547,1.8099972
Moniteau, MO,2017,2,0,0,38.6543,-92.7866,15904,38.6,50897,21305,1730,10.8777666,2.5402414
Monroe, IL,2017,2,1,0,38.3385,-90.1367,33739,42.3,74410,37043,1781,5.2787575,2.4244939
Montgomery, IA,2017,2,1,0,40.9528,-94.9835,10239,44.5,43674,25005,1653,16.1441547,3.408536
Montgomery, KY,2017,2,1,0,38.0574,-83.9437,27550,39,42172,21371,6238,22.6424682,3.5208711
Morrow, OR,2017,2,0,2,45.8289,-119.714,11153,39.2,54386,21743,1635,14.6597328,2.1608536
Muhlenberg, KY,2017,2,0,1,37.0855,-86.9668,31153,42,40037,20376,6215,19.9499246,3.9193657
Murray, GA,2017,2,1,1,34.7548,-84.7915,39444,37.6,41617,19084,7026,17.8125951,3.3845452
Neosho, KS,2017,2,1,0,37.6764,-95.4558,16209,39.7,44402,23589,3356,20.7045469,1.3881177
Nevada, AR,2017,2,1,0,33.7918,-93.3773,8528,43.8,36995,18644,1920,22.5140713,1.9582552
Newton, MS,2017,2,1,2,32.5714,-89.128,21437,37.2,37643,21177,4771,22.2559127,3.1534263
Nez Perce, ID,2017,2,1,0,46.3712,-116.965,40014,41.3,51804,26799,5579,13.9426201,2.0992653
Nome, AK,2017,2,0,0,63.5084,-171.429,9869,27.9,53821,20952,2381,24.1260513,7.3361029
Obion, TN,2017,2,1,0,36.4876,-88.8737,30659,42.6,38063,21939,6937,22.6263088,3.6889657
Ocean, NJ,2017,2,0,0,39.5704,-74.3601,589699,42.9,65771,33312,63181,10.7141101,3.0668188
Oceana, MI,2017,2,0,0,43.8049,-86.3993,26317,42.7,44382,22185,4550,17.2892047,3.412243
Ogle, IL,2017,2,0,0,42.1264,-89.4025,51619,41.9,57655,29239,5657,10.959143,3.3534164
Ohio, KY,2017,2,0,0,37.612,-86.6972,24062,40.7,41470,21368,5023,20.875239,4.3180118
Oneida, WI,2017,2,0,0,45.6477,-89.4091,35352,50.6,52945,30550,3113,8.8057253,1.9404843
Orange, VT,2017,2,0,0,44.1475,-72.0427,28901,45.7,56584,29651,3249,11.2418255,2.3597799
Oswego, NY,2017,2,0,0,43.4643,-76.479,119833,39.8,51755,25791,20978,17.5060292,4.1899977
Pamlico, NC,2017,2,0,0,35.031,-76.693,12803,51,45211,25461,1826,14.2622823,3.4445052
Pecos, TX,2017,2,1,1,30.8845,-102.881,15804,36.2,50543,19088,1580,9.997469,1.4743103
